Year,Month,Day,MonthMonitoring campaign,Campaing,Site,Zone,Depth,Fileld Eh 1,Time,
2022,12,20,December,MonMon,OWC,Up,1,331,,
2022,12,20,December,MonMon,OWC,Up,1,338.1,,
2022,12,20,December,MonMon,OWC,Up,1,276.7,,
2022,12,20,December,MonMon,OWC,Up,2,348.1,,
2022,12,20,December,MonMon,OWC,Up,3,365.2,,
2022,12,20,December,MonMon,OWC,Up,3,385.3,,
2022,12,20,December,MonMon,OWC,Up,3,286,,
2022,12,20,December,MonMon,OWC,Up,4,361.85,,
2022,12,20,December,MonMon,OWC,Up,5,358.5,,
2022,12,20,December,MonMon,OWC,Up,5,364.6,,
2022,12,20,December,MonMon,OWC,Up,5,381.8,,
2022,12,20,December,MonMon,OWC,Up,6,370,,
2022,12,20,December,MonMon,OWC,Up,7,375.2,,
2022,12,20,December,MonMon,OWC,Up,7,248.8,,
2022,12,20,December,MonMon,OWC,Up,7,345.5,,
2022,12,20,December,MonMon,OWC,Up,8,379.45,,
2022,12,20,December,MonMon,OWC,Up,9,383.7,,
2022,12,20,December,MonMon,OWC,Up,9,354.3,,
2022,12,20,December,MonMon,OWC,Up,9,384.1,,
2022,12,20,December,MonMon,OWC,Up,10,368.8,,
2022,12,20,December,MonMon,OWC,Up,10,369.3,,
2022,12,20,December,MonMon,OWC,Up,10,402.7,,
2022,12,20,December,MonMon,OWC,Up,11,384.3,,
2022,12,20,December,MonMon,OWC,Up,12,399.8,,
2022,12,20,December,MonMon,OWC,Up,12,362.4,,
2022,12,20,December,MonMon,OWC,Up,12,412.1,,
2022,12,20,December,MonMon,OWC,Up,13,404.3,,
2022,12,20,December,MonMon,OWC,Up,14,408.8,,
2022,12,20,December,MonMon,OWC,Up,14,379.3,,
2022,12,20,December,MonMon,OWC,Up,14,414.6,,
2022,12,20,December,MonMon,OWC,Up,15,384.6,,
2022,12,20,December,MonMon,OWC,Up,15,421.2,,
2022,12,20,December,MonMon,OWC,Up,15,396.4,,
2022,12,20,December,MonMon,OWC,Up,16,380.9,,
2022,12,20,December,MonMon,OWC,Up,17,377.2,,
2022,12,20,December,MonMon,OWC,Up,17,362.5,,
2022,12,20,December,MonMon,OWC,Up,17,386.3,,
2022,12,20,December,MonMon,OWC,Up,18,371.45,,
2022,12,20,December,MonMon,OWC,Up,19,365.7,,
2022,12,20,December,MonMon,OWC,Up,19,389.9,,
2022,12,20,December,MonMon,OWC,Up,19,365.6,,
2022,12,20,December,MonMon,OWC,Up,20,365.2,,
2022,12,20,December,MonMon,OWC,Up,20,414.6,,
2022,12,20,December,MonMon,OWC,Up,20,405.1,,
2022,12,20,December,MonMon,OWC,Up,21,372.45,,
2022,12,20,December,MonMon,OWC,Up,22,379.7,,
2022,12,20,December,MonMon,OWC,Up,22,345.4,,
2022,12,20,December,MonMon,OWC,Up,22,383.8,,
2022,12,20,December,MonMon,OWC,Up,23,363.9,,
2022,12,20,December,MonMon,OWC,Up,24,348.1,,
2022,12,20,December,MonMon,OWC,Up,24,361.7,,
2022,12,20,December,MonMon,OWC,Up,24,281.35,,
2022,12,20,December,MonMon,OWC,Tr,1,279.1,,
2022,12,20,December,MonMon,OWC,Tr,1,295.1,,
2022,12,20,December,MonMon,OWC,Tr,1,223.3,,
2022,12,20,December,MonMon,OWC,Tr,2,279.8,,
2022,12,20,December,MonMon,OWC,Tr,2,306.3,,
2022,12,20,December,MonMon,OWC,Tr,2,233.9,,
2022,12,20,December,MonMon,OWC,Tr,3,295.8,,
2022,12,20,December,MonMon,OWC,Tr,3,318.3,,
2022,12,20,December,MonMon,OWC,Tr,3,288.7,,
2022,12,20,December,MonMon,OWC,Tr,4,308.3,,
2022,12,20,December,MonMon,OWC,Tr,4,292.1,,
2022,12,20,December,MonMon,OWC,Tr,4,325.1,,
2022,12,20,December,MonMon,OWC,Tr,5,310.3,,
2022,12,20,December,MonMon,OWC,Tr,5,295.7,,
2022,12,20,December,MonMon,OWC,Tr,5,327.7,,
2022,12,20,December,MonMon,OWC,Tr,6,316.6,,
2022,12,20,December,MonMon,OWC,Tr,6,329.1,,
2022,12,20,December,MonMon,OWC,Tr,6,299,,
2022,12,20,December,MonMon,OWC,Tr,7,314.1,,
2022,12,20,December,MonMon,OWC,Tr,7,329.8,,
2022,12,20,December,MonMon,OWC,Tr,7,303.2,,
2022,12,20,December,MonMon,OWC,Tr,8,330.2,,
2022,12,20,December,MonMon,OWC,Tr,8,328.2,,
2022,12,20,December,MonMon,OWC,Tr,8,298.6,,
2022,12,20,December,MonMon,OWC,Tr,9,325.8,,
2022,12,20,December,MonMon,OWC,Tr,9,326.7,,
2022,12,20,December,MonMon,OWC,Tr,9,295.5,,
2022,12,20,December,MonMon,OWC,Tr,10,232.3,,
2022,12,20,December,MonMon,OWC,Tr,10,321.2,,
2022,12,20,December,MonMon,OWC,Tr,10,263.5,,
2022,12,20,December,MonMon,OWC,Tr,11,326.3,,
2022,12,20,December,MonMon,OWC,Tr,11,327,,
2022,12,20,December,MonMon,OWC,Tr,11,267.9,,
2022,12,20,December,MonMon,OWC,Tr,12,267.9,,
2022,12,20,December,MonMon,OWC,Tr,12,329.5,,
2022,12,20,December,MonMon,OWC,Tr,12,223.2,,
2022,12,20,December,MonMon,OWC,Tr,13,319.7,,
2022,12,20,December,MonMon,OWC,Tr,13,343.5,,
2022,12,20,December,MonMon,OWC,Tr,13,281.1,,
2022,12,20,December,MonMon,OWC,Tr,14,316.5,,
2022,12,20,December,MonMon,OWC,Tr,14,343,,
2022,12,20,December,MonMon,OWC,Tr,14,318,,
2022,12,20,December,MonMon,OWC,Tr,15,318.4,,
2022,12,20,December,MonMon,OWC,Tr,15,351,,
2022,12,20,December,MonMon,OWC,Tr,15,263.7,,
2022,12,20,December,MonMon,OWC,Tr,16,331.2,,
2022,12,20,December,MonMon,OWC,Tr,16,350.1,,
2022,12,20,December,MonMon,OWC,Tr,16,287.3,,
2022,12,20,December,MonMon,OWC,Tr,17,341.9,,
2022,12,20,December,MonMon,OWC,Tr,17,331.9,,
2022,12,20,December,MonMon,OWC,Tr,18,284.8,,
2022,12,20,December,MonMon,OWC,Tr,18,338.4,,
2022,12,20,December,MonMon,OWC,Tr,18,345.1,,
2022,12,20,December,MonMon,OWC,Tr,19,300,,
2022,12,20,December,MonMon,OWC,Tr,19,343.1,,
2022,12,20,December,MonMon,OWC,Tr,19,342.2,,
2022,12,20,December,MonMon,OWC,Tr,20,332.3,,
2022,12,20,December,MonMon,OWC,Tr,20,335.1,,
2022,12,20,December,MonMon,OWC,Tr,20,300.6,,
2022,12,20,December,MonMon,OWC,Tr,20,291.6,,
2022,12,20,December,MonMon,OWC,Tr,20,348,,
2022,12,20,December,MonMon,OWC,Tr,20,347.5,,
2022,12,20,December,MonMon,OWC,Tr,21,337.1,,
2022,12,20,December,MonMon,OWC,Tr,21,324.4,,
2022,12,20,December,MonMon,OWC,Tr,21,333,,
2022,12,20,December,MonMon,OWC,Tr,22,302.1,,
2022,12,20,December,MonMon,OWC,Tr,22,338.6,,
2022,12,20,December,MonMon,OWC,Tr,22,301.1,,
2022,12,20,December,MonMon,OWC,Tr,23,305.1,,
2022,12,20,December,MonMon,OWC,Tr,23,333.7,,
2022,12,20,December,MonMon,OWC,Tr,23,303,,
2022,12,20,December,MonMon,OWC,Tr,24,308.9,,
2022,12,20,December,MonMon,OWC,Tr,24,335.7,,
2022,12,20,December,MonMon,OWC,Tr,24,304.2,,
2022,08,17,August,MonMon,OWC,We,1,303.2,14:13,
2022,08,17,August,MonMon,OWC,We,1,213.5,14:15,
2022,08,17,August,MonMon,OWC,We,1,302.9,14:18,
2022,08,17,August,MonMon,OWC,We,1,250.2,14:22,
2022,08,17,August,MonMon,OWC,We,1,168.5,14:15,
2022,08,17,August,MonMon,OWC,We,1,182.7,14:18,
2022,08,17,August,MonMon,OWC,We,5,-48.2,14:22,
2022,08,17,August,MonMon,OWC,We,5,-81.7,14:26,
2022,08,17,August,MonMon,OWC,We,5,60.3,14:30,
2022,08,17,August,MonMon,OWC,We,5,123.3,14:33,
2022,08,17,August,MonMon,OWC,We,5,-22.3,14:35,
2022,08,17,August,MonMon,OWC,We,5,-37.2,14:37,
2022,08,17,August,MonMon,OWC,We,10,-116.8,14:40,
2022,08,17,August,MonMon,OWC,We,10,-125.4,14:43,
2022,08,17,August,MonMon,OWC,We,10,-122.1,14:46,
2022,08,17,August,MonMon,OWC,We,10,-151.1,14:49,
2022,08,17,August,MonMon,OWC,We,10,-123.6,14:52,
2022,08,17,August,MonMon,OWC,We,10,-128.5,14:55,
2022,08,17,August,MonMon,OWC,We,15,-127.5,14:50,
2022,08,17,August,MonMon,OWC,We,15,-129.4,14:45,
2022,08,17,August,MonMon,OWC,We,15,-142.8,14:40,
2022,08,17,August,MonMon,OWC,We,15,-134.8,14:43,
2022,08,17,August,MonMon,OWC,We,15,-131.5,14:46,
2022,08,17,August,MonMon,OWC,We,15,-101.2,14:49,
2022,9,16,September,MonMon,CRC,W,10,302.7,12:00,
2022,9,16,September,MonMon,CRC,W,10,313.3,,
2022,9,16,September,MonMon,CRC,W,10,277.5,,
2022,9,16,September,MonMon,CRC,W,10,270.7,,
2022,9,16,September,MonMon,CRC,W,20,282.3,,
2022,9,16,September,MonMon,CRC,W,20,333.2,,
2022,9,16,September,MonMon,CRC,W,20,275.5,,
2022,9,16,September,MonMon,CRC,W,20,273.5,,
2022,9,16,September,MonMon,CRC,TR,10,-268.1,15:30,
2022,9,16,September,MonMon,CRC,TR,10,-341.8,,
2022,9,16,September,MonMon,CRC,TR,10,-467,,
2022,9,16,September,MonMon,CRC,TR,20,80.6,,
2022,9,16,September,MonMon,CRC,TR,20,44.5,,
2022,9,16,September,MonMon,CRC,TR,20,90.2,,
2022,9,23,September,MonMon,PTR,UP,10,288.7,8:35,
2022,9,23,September,MonMon,PTR,UP,10,394.3,,
2022,9,23,September,MonMon,PTR,UP,10,191.7,,
2022,9,23,September,MonMon,PTR,UP,20,,,NA dry soil - very hard
2022,9,23,September,MonMon,PTR,UP,20,,,
2022,9,23,September,MonMon,PTR,UP,20,,,
2022,9,23,September,MonMon,PTR,TR,5,355.2,,
2022,9,23,September,MonMon,PTR,TR,5,285.2,,
2022,9,23,September,MonMon,PTR,TR,5,311.4,,
2022,9,23,September,MonMon,PTR,W,10,396.4,,
2022,9,23,September,MonMon,PTR,W,10,396.4,,
2022,9,23,September,MonMon,PTR,W,10,407.8,,
2022,9,23,September,MonMon,PTR,W,20,415.8,,
2022,9,23,September,MonMon,PTR,W,20,418.6,,
2022,9,23,September,MonMon,PTR,W,20,419.2,,
2022,9,30,September,MonMon,OWC,W,10,-253.8,12:00,
2022,9,30,September,MonMon,OWC,W,10,-275.4,,
2022,9,30,September,MonMon,OWC,W,10,-311.7,,
2022,9,30,September,MonMon,OWC,W,20,-215.8,,
2022,9,30,September,MonMon,OWC,W,20,-185.9,,
2022,9,30,September,MonMon,OWC,W,20,-315.7,,
2022,10,14,October,MonMon,CRC,W,10,369.9,,
2022,10,14,October,MonMon,CRC,W,10,459.6,,
2022,10,14,October,MonMon,CRC,W,10,458.1,,
2022,10,14,October,MonMon,CRC,W,20,436.6,,
2022,10,14,October,MonMon,CRC,W,20,466,,
2022,10,14,October,MonMon,CRC,W,20,448.4,,
2022,10,14,October,MonMon,CRC,TR,10,457.1,12:50,
2022,10,14,October,MonMon,CRC,TR,10,428.2,12:50,
2022,10,14,October,MonMon,CRC,TR,10,440.9,12:50,
2022,10,14,October,MonMon,CRC,TR,20,407.1,12:50,
2022,10,14,October,MonMon,CRC,TR,20,431.2,12:50,
2022,10,14,October,MonMon,CRC,TR,20,378.2,12:50,
2022,10,14,October,MonMon,CRC,UP,10,313.3,1:28,
2022,10,14,October,MonMon,CRC,UP,10,366.3,1:28,
2022,10,14,October,MonMon,CRC,UP,10,350.1,1:28,
2022,10,14,October,MonMon,CRC,UP,20,,1:28,NA dry soil - very hard
2022,10,14,October,MonMon,CRC,UP,20,,1:28,NA dry soil - very hard
2022,10,14,October,MonMon,CRC,UP,20,,1:28,NA dry soil - very hard
2022,10,21,October,MonMon,OWC,W,10,-115.1,10:35,
2022,10,21,October,MonMon,OWC,W,10,-112.9,,
2022,10,21,October,MonMon,OWC,W,10,-65.9,,
2022,10,21,October,MonMon,OWC,W,20,-119.7,,
2022,10,21,October,MonMon,OWC,W,20,-102.7,,
2022,10,21,October,MonMon,OWC,W,20,-322.9,,
2022,10,21,October,MonMon,OWC,UP,10,399.4,,
2022,10,21,October,MonMon,OWC,UP,10,260.1,,
2022,10,21,October,MonMon,OWC,UP,10,378.9,,
2022,10,21,October,MonMon,OWC,UP,20,288.1,,
2022,10,21,October,MonMon,OWC,UP,20,329.9,,
2022,10,21,October,MonMon,OWC,UP,20,364.7,,
2022,10,21,October,MonMon,OWC,TR,10,317.5,11:00,
2022,10,21,October,MonMon,OWC,TR,10,339.9,,
2022,10,21,October,MonMon,OWC,TR,10,280.3,,
2022,10,21,October,MonMon,OWC,TR,20,330.2,,
2022,10,21,October,MonMon,OWC,TR,20,346.8,,
2022,10,21,October,MonMon,OWC,TR,20,187.2,,
2022,10,21,October,MonMon,OWC,TR,20,347.9,,
2022,10,21,October,MonMon,OWC,TR,10,336.1,,S58-GHG soilcollar
2022,10,21,October,MonMon,OWC,TR,10,294,,S58-GHG soilcollar
2022,10,21,October,MonMon,OWC,TR,10,326.2,,S58-GHG soilcollar
2022,10,21,October,MonMon,OWC,TR,20,320.3,,S58-GHG soilcollar
2022,10,21,October,MonMon,OWC,TR,20,301.2,,S58-GHG soilcollar
2022,10,21,October,MonMon,OWC,TR,20,317.4,,S58-GHG soilcollar
2022,10,21,October,MonMon,OWC,TR,10,327.1,,S63-GHG soilcollar
2022,10,21,October,MonMon,OWC,TR,10,277.8,,S63-GHG soilcollar
2022,10,21,October,MonMon,OWC,TR,10,344.5,,S63-GHG soilcollar
2022,10,21,October,MonMon,OWC,TR,20,360.4,,S63-GHG soilcollar
2022,10,21,October,MonMon,OWC,TR,20,359.3,,S63-GHG soilcollar
2022,10,21,October,MonMon,OWC,TR,20,361.3,,S63-GHG soilcollar
2022,11,4,November,MonMon,OWC,TR,10,385.5,,
2022,11,4,November,MonMon,OWC,TR,10,322.9,,
2022,11,4,November,MonMon,OWC,TR,10,264.9,,
2022,11,4,November,MonMon,OWC,TR,20,299.7,,
2022,11,4,November,MonMon,OWC,TR,20,226.2,,
2022,11,4,November,MonMon,OWC,TR,20,205.4,,
2022,11,4,November,MonMon,OWC,UP,10,354.1,,
2022,11,4,November,MonMon,OWC,UP,10,257.9,,
2022,11,4,November,MonMon,OWC,UP,10,357.3,,
2022,11,4,November,MonMon,OWC,UP,20,273.3,,
2022,11,4,November,MonMon,OWC,UP,20,396.4,,
2022,11,4,November,MonMon,OWC,UP,20,344.7,,
2022,11,4,November,MonMon,OWC,W,10,-103.9,,
2022,11,4,November,MonMon,OWC,W,10,-150.9,,
2022,11,4,November,MonMon,OWC,W,10,-211.1,,
2022,11,4,November,MonMon,OWC,W,20,-75.4,,
2022,11,4,November,MonMon,OWC,W,20,-80.5,,
2022,11,4,November,MonMon,OWC,W,20,-100.1,,
2023,3,28,March,MonMon,OWC,W,2,366.4,14:34,
2023,3,28,March,MonMon,OWC,W,5,157.1,14:51,
2023,3,28,March,MonMon,OWC,W,8,122.6,15:00,
2023,3,28,March,MonMon,OWC,W,10,41.3,15:04,
2023,3,28,March,MonMon,OWC,W,12,-48.3,15:09,
2023,3,28,March,MonMon,OWC,W,14,-82.8,15:14,
2023,3,28,March,MonMon,OWC,W,16,-18.7,15:17,
2023,3,28,March,MonMon,OWC,W,18,-141.5,15:22,
2023,3,28,March,MonMon,OWC,W,20,-136.6,15:28,
2023,3,28,March,MonMon,OWC,W,22,-146.8,15:35,
2023,3,28,March,MonMon,OWC,W,24,-153.2,15:42,
2023,3,28,March,MonMon,OWC,W,25,-148.4,15:49,
2023,3,28,March,MonMon,OWC,W,2,108.3,14:42,
2023,3,28,March,MonMon,OWC,W,5,159.8,14:53,
2023,3,28,March,MonMon,OWC,W,8,134,15:01,
2023,3,28,March,MonMon,OWC,W,10,82,15:06,
2023,3,28,March,MonMon,OWC,W,12,20.3,15:09,
2023,3,28,March,MonMon,OWC,W,14,-34.2,15:14,
2023,3,28,March,MonMon,OWC,W,16,-102.4,15:18,
2023,3,28,March,MonMon,OWC,W,18,-98.5,15:24,
2023,3,28,March,MonMon,OWC,W,20,-99.6,15:30,
2023,3,28,March,MonMon,OWC,W,22,-100.8,15:36,
2023,3,28,March,MonMon,OWC,W,24,94.5,15:44,
2023,3,28,March,MonMon,OWC,W,25,-79.8,15:52,
2023,3,28,March,MonMon,OWC,W,2,103.3,14:46,
2023,3,28,March,MonMon,OWC,W,5,186.6,14:57,
2023,3,28,March,MonMon,OWC,W,8,92.2,15:02,
2023,3,28,March,MonMon,OWC,W,10,78.3,15:07,
2023,3,28,March,MonMon,OWC,W,12,-13.3,15:12,
2023,3,28,March,MonMon,OWC,W,14,-106.1,15:15,
2023,3,28,March,MonMon,OWC,W,16,-137.5,15:19,
2023,3,28,March,MonMon,OWC,W,18,-143.6,15:25,
2023,3,28,March,MonMon,OWC,W,20,-261.2,15:31,
2023,3,28,March,MonMon,OWC,W,22,-158.4,15:39,
2023,3,28,March,MonMon,OWC,W,24,-155.9,15:46,
2023,3,28,March,MonMon,OWC,W,25,-155.7,15:53,
2023,3,28,March,MonMon,OWC,TR,2,240.7,11:49,
2023,3,28,March,MonMon,OWC,TR,5,299.1,11:59,
2023,3,28,March,MonMon,OWC,TR,8,226,12:21,
2023,3,28,March,MonMon,OWC,TR,10,191.2,12:25,
2023,3,28,March,MonMon,OWC,TR,12,303.3,12:30,
2023,3,28,March,MonMon,OWC,TR,14,314.2,12:36,
2023,3,28,March,MonMon,OWC,TR,16,325.9,12:48,
2023,3,28,March,MonMon,OWC,TR,18,216.6,12:55,
2023,3,28,March,MonMon,OWC,TR,20,241.7,13:14,
2023,3,28,March,MonMon,OWC,TR,22,229,13:29,
2023,3,28,March,MonMon,OWC,TR,24,187,13:42,
2023,3,28,March,MonMon,OWC,TR,25,193.9,13:57,
2023,3,28,March,MonMon,OWC,TR,2,275.4,11:53,
2023,3,28,March,MonMon,OWC,TR,5,293.9,12:00,
2023,3,28,March,MonMon,OWC,TR,8,331.6,12:22,
2023,3,28,March,MonMon,OWC,TR,10,272,12:26,
2023,3,28,March,MonMon,OWC,TR,12,270.2,12:32,
2023,3,28,March,MonMon,OWC,TR,14,215,12:42,
2023,3,28,March,MonMon,OWC,TR,16,198.2,12:53,
2023,3,28,March,MonMon,OWC,TR,18,189.5,13:05,
2023,3,28,March,MonMon,OWC,TR,20,181.6,13:16,
2023,3,28,March,MonMon,OWC,TR,22,183.6,13:31,
2023,3,28,March,MonMon,OWC,TR,24,169,13:44,
2023,3,28,March,MonMon,OWC,TR,25,201.3,13:59,
2023,3,28,March,MonMon,OWC,TR,2,330.5,11:55,
2023,3,28,March,MonMon,OWC,TR,5,307.4,12:07,
2023,3,28,March,MonMon,OWC,TR,8,346.7,12:22,
2023,3,28,March,MonMon,OWC,TR,10,349.1,12:27,
2023,3,28,March,MonMon,OWC,TR,12,332.3,12:32,
2023,3,28,March,MonMon,OWC,TR,14,334.4,12:43,
2023,3,28,March,MonMon,OWC,TR,16,272.4,12:54,
2023,3,28,March,MonMon,OWC,TR,18,219.4,13:06,
2023,3,28,March,MonMon,OWC,TR,20,189.5,13:18,
2023,3,28,March,MonMon,OWC,TR,22,210.4,13:35,
2023,3,28,March,MonMon,OWC,TR,24,193.2,13:50,
2023,3,28,March,MonMon,OWC,TR,25,188.3,14:07,
