Date,Year,Month,Day,Campaing,Site,Depth (cm),zone,Ehf (mV),TIME,Tsoil,Tmean,Notes,,,
2/21/2023,2023,2,21,MonMon,CRC,5,TR,272.2,14:52,,4.5,,,,
2/21/2023,2023,2,21,MonMon,CRC,5,TR,166.9,15:04,3.1,4.5,,,,
2/21/2023,2023,2,21,MonMon,CRC,5,TR,134.4,15:06,5.8,4.5,,,,
2/21/2023,2023,2,21,MonMon,CRC,5,TR,235.4,15:10,4.2,4.5,,,,
2/21/2023,2023,2,21,MonMon,CRC,5,TR,193.3,15:11,4.7,4.5,,,,
2/21/2023,2023,2,21,MonMon,CRC,5,UP,316.3,9:58,4.4,4.5,,,,
2/21/2023,2023,2,21,MonMon,CRC,5,UP,318.6,10:00,4.7,4.5,,,,
2/21/2023,2023,2,21,MonMon,CRC,5,UP,339,10:03,4.3,4.5,,,,
2/21/2023,2023,2,21,MonMon,CRC,5,UP,286.5,10:14,,4.5,,,,
2/21/2023,2023,2,21,MonMon,CRC,5,UP,339.1,10:16,4.6,4.5,,,,
2/21/2023,2023,2,21,MonMon,CRC,5,UP,274.2,10:19,4.9,4.5,,,,
2/21/2023,2023,2,21,MonMon,CRC,10,W,232.7,13:24,,4.5,,,,
2/21/2023,2023,2,21,MonMon,CRC,10,W,209.2,13:25,,4.5,,,,
2/21/2023,2023,2,21,MonMon,CRC,10,W,214.1,13:26,,4.5,,,,
2/21/2023,2023,2,21,MonMon,CRC,10,W,120.1,13:27,,4.5,,,,
2/21/2023,2023,2,21,MonMon,CRC,10,W,190.1,13:28,,4.5,,,,
2/21/2023,2023,2,21,MonMon,CRC,10,W,227.3,13:29,,4.5,,,,
2/21/2023,2023,2,21,MonMon,CRC,10,TR,141.4,15:15,,4.5,,,,
2/21/2023,2023,2,21,MonMon,CRC,10,TR,168.3,15:16,,4.5,,,,
2/21/2023,2023,2,21,MonMon,CRC,10,TR,148.4,15:19,,4.5,,,,
2/21/2023,2023,2,21,MonMon,CRC,10,TR,264.3,15:25,,4.5,,,,
2/21/2023,2023,2,21,MonMon,CRC,10,TR,212.3,15:29,,4.5,,,,
2/21/2023,2023,2,21,MonMon,CRC,10,TR,225,15:21,,4.5,,,,
2/21/2023,2023,2,21,MonMon,CRC,10,UP,284.2,10:27,,4.5,,,,
2/21/2023,2023,2,21,MonMon,CRC,10,UP,343.1,10:30,,4.5,,,,
2/21/2023,2023,2,21,MonMon,CRC,10,UP,306.8,10:32,,4.5,,,,
2/21/2023,2023,2,21,MonMon,CRC,10,UP,337.8,10:35,,4.5,,,,
2/21/2023,2023,2,21,MonMon,CRC,10,UP,331.5,10:37,,4.5,,,,
2/21/2023,2023,2,21,MonMon,CRC,10,UP,327,10:41,,4.5,,,,
2/21/2023,2023,2,21,MonMon,CRC,20,W,244.7,13:39,,4.5,,,,
2/21/2023,2023,2,21,MonMon,CRC,20,W,262.8,13:41,,4.5,,,,
2/21/2023,2023,2,21,MonMon,CRC,20,W,254.1,13:43,,4.5,,,,
2/21/2023,2023,2,21,MonMon,CRC,20,W,244.4,13:44,,4.5,,,,
2/21/2023,2023,2,21,MonMon,CRC,20,W,217.8,13:46,,4.5,,,,
2/21/2023,2023,2,21,MonMon,CRC,20,W,258.1,13:47,,4.5,,,,
2/21/2023,2023,2,21,MonMon,CRC,20,TR,215.5,15:40,,4.5,,,,
2/21/2023,2023,2,21,MonMon,CRC,20,TR,244.2,15:00,,4.5,,,,
2/21/2023,2023,2,21,MonMon,CRC,20,TR,157.3,15:47,,4.5,,,,
2/21/2023,2023,2,21,MonMon,CRC,20,TR,169.2,15:48,,4.5,,,,
2/21/2023,2023,2,21,MonMon,CRC,20,TR,161,15:49,,4.5,,,,
2/21/2023,2023,2,21,MonMon,CRC,20,TR,215.8,15:50,,4.5,,,,
2/21/2023,2023,2,21,MonMon,CRC,20,UP,322.1,10:46,,4.5,,,,
2/21/2023,2023,2,21,MonMon,CRC,20,UP,372.6,10:50,,4.5,,,,
2/21/2023,2023,2,21,MonMon,CRC,20,UP,380.3,10:52,,4.5,,,,
2/21/2023,2023,2,21,MonMon,CRC,20,UP,367.6,10:54,,4.5,,,,
2/21/2023,2023,2,21,MonMon,CRC,20,UP,364.4,10:56,,4.5,,,,
2/21/2023,2023,2,21,MonMon,CRC,20,UP,356.4,10:58,,4.5,,,,
2/24/2023,2023,2,24,MonMon,PTR,5,W,294.5,11:48,7.1,4.854545455,,,,
2/24/2023,2023,2,24,MonMon,PTR,5,W,240.9,11:54,4.6,4.854545455,,,,
2/24/2023,2023,2,24,MonMon,PTR,5,W,282.1,11:55,5.1,4.854545455,,,,
2/24/2023,2023,2,24,MonMon,PTR,5,W,193.5,12:12,4,4.854545455,,,,
2/24/2023,2023,2,24,MonMon,PTR,5,W,261.9,12:13,4.3,4.854545455,,,,
2/24/2023,2023,2,24,MonMon,PTR,5,W,306,12:18,4.5,4.854545455,,,,
2/24/2023,2023,2,24,MonMon,PTR,5,TR,353.3,13:02,3.9,4.854545455,,,,
2/24/2023,2023,2,24,MonMon,PTR,5,TR,355.8,13:05,4.2,4.854545455,,,,
2/24/2023,2023,2,24,MonMon,PTR,5,TR,369.3,13:06,4.8,4.854545455,,,,
2/24/2023,2023,2,24,MonMon,PTR,5,TR,323.3,13:11,6.2,4.854545455,,,,
2/24/2023,2023,2,24,MonMon,PTR,5,TR,360.4,13:15,5.3,4.854545455,,,,
2/24/2023,2023,2,24,MonMon,PTR,5,TR,374.6,13:16,6.5,4.854545455,,,,
2/24/2023,2023,2,24,MonMon,PTR,5,UP,333.5,14:08,,4.854545455,,,,
2/24/2023,2023,2,24,MonMon,PTR,5,UP,347.5,14:10,,4.854545455,,,,
2/24/2023,2023,2,24,MonMon,PTR,5,UP,363.1,14:15,,4.854545455,,,,
2/24/2023,2023,2,24,MonMon,PTR,5,UP,361.5,14:16,,4.854545455,,,,
2/24/2023,2023,2,24,MonMon,PTR,5,UP,369.1,14:20,,4.854545455,,,,
2/24/2023,2023,2,24,MonMon,PTR,5,UP,367.9,14:21,,4.854545455,,,,
2/24/2023,2023,2,24,MonMon,PTR,10,W,247.6,12:19,,4.854545455,,,,
2/24/2023,2023,2,24,MonMon,PTR,10,W,244.9,12:20,,4.854545455,,,,
2/24/2023,2023,2,24,MonMon,PTR,10,W,278.8,12:21,,4.854545455,,,,
2/24/2023,2023,2,24,MonMon,PTR,10,W,168,12:22,,4.854545455,,,,
2/24/2023,2023,2,24,MonMon,PTR,10,W,281.3,12:24,,4.854545455,,,,
2/24/2023,2023,2,24,MonMon,PTR,10,W,272.8,12:26,,4.854545455,,,,
2/24/2023,2023,2,24,MonMon,PTR,10,TR,361.4,13:18,,4.854545455,,,,
2/24/2023,2023,2,24,MonMon,PTR,10,TR,361.8,13:19,,4.854545455,,,,
2/24/2023,2023,2,24,MonMon,PTR,10,TR,389.4,13:21,,4.854545455,,,,
2/24/2023,2023,2,24,MonMon,PTR,10,TR,377.6,13:26,,4.854545455,,,,
2/24/2023,2023,2,24,MonMon,PTR,10,TR,328.4,13:34,,4.854545455,,,,
2/24/2023,2023,2,24,MonMon,PTR,10,TR,382.6,13:35,,4.854545455,,,,
2/24/2023,2023,2,24,MonMon,PTR,10,UP,326.1,14:23,,4.854545455,,,,
2/24/2023,2023,2,24,MonMon,PTR,10,UP,368.1,14:23,,4.854545455,,,,
2/24/2023,2023,2,24,MonMon,PTR,10,UP,389.2,14:24,,4.854545455,,,,
2/24/2023,2023,2,24,MonMon,PTR,10,UP,369.2,14:25,,4.854545455,,,,
2/24/2023,2023,2,24,MonMon,PTR,10,UP,392.4,14:26,,4.854545455,,,,
2/24/2023,2023,2,24,MonMon,PTR,10,UP,386.2,14:27,,4.854545455,,,,
2/24/2023,2023,2,24,MonMon,PTR,20,W,219.8,12:34,,4.854545455,,,,
2/24/2023,2023,2,24,MonMon,PTR,20,W,239.2,12:36,,4.854545455,,,,
2/24/2023,2023,2,24,MonMon,PTR,20,W,296.9,12:37,,4.854545455,,,,
2/24/2023,2023,2,24,MonMon,PTR,20,W,163.1,12:38,,4.854545455,,,,
2/24/2023,2023,2,24,MonMon,PTR,20,W,264.6,12:41,,4.854545455,,,,
2/24/2023,2023,2,24,MonMon,PTR,20,W,290.7,12:42,,4.854545455,,,,
2/24/2023,2023,2,24,MonMon,PTR,20,TR,424.3,13:36,,4.854545455,,,,
2/24/2023,2023,2,24,MonMon,PTR,20,TR,323.4,13:37,,4.854545455,,,,
2/24/2023,2023,2,24,MonMon,PTR,20,TR,405.3,13:38,,4.854545455,,,,
2/24/2023,2023,2,24,MonMon,PTR,20,TR,398.2,13:40,,4.854545455,,,,
2/24/2023,2023,2,24,MonMon,PTR,20,TR,394,13:44,,4.854545455,,,,
2/24/2023,2023,2,24,MonMon,PTR,20,TR,405,13:45,,4.854545455,,,,
2/24/2023,2023,2,24,MonMon,PTR,20,UP,382.3,14:29,,4.854545455,,,,
2/24/2023,2023,2,24,MonMon,PTR,20,UP,410.6,14:30,,4.854545455,,,,
2/24/2023,2023,2,24,MonMon,PTR,20,UP,410.2,14:31,,4.854545455,,,,
2/24/2023,2023,2,24,MonMon,PTR,20,UP,417.6,14:32,,4.854545455,,,,
2/24/2023,2023,2,24,MonMon,PTR,20,UP,426.9,14:33,,4.854545455,,,,
2/24/2023,2023,2,24,MonMon,PTR,20,UP,427.1,14:34,,4.854545455,,,,
3/24/2023,2023,3,24,MonMon,CRC,5,W,28.2,,5.3,5.3,,,,
3/24/2023,2023,3,24,MonMon,CRC,5,W,30.3,,5.1,5.3,,,,
3/24/2023,2023,3,24,MonMon,CRC,5,W,21.1,,5.4,5.3,,,,
3/24/2023,2023,3,24,MonMon,CRC,5,W,76.7,,5.1,5.3,,,,
3/24/2023,2023,3,24,MonMon,CRC,5,W,38.5,,5.3,5.3,,,,
3/24/2023,2023,3,24,MonMon,CRC,5,W,71.7,,5.2,5.3,,,,
3/24/2023,2023,3,24,MonMon,CRC,10,W,118.8,,5.1,5.3,,,,
3/24/2023,2023,3,24,MonMon,CRC,10,W,216,,5.0,5.3,,,,
3/24/2023,2023,3,24,MonMon,CRC,10,W,176.4,,5.3,5.3,,,,
3/24/2023,2023,3,24,MonMon,CRC,10,W,159.6,,5.0,5.3,,,,
3/24/2023,2023,3,24,MonMon,CRC,20,W,230.9,,5.5,5.3,,,,
3/24/2023,2023,3,24,MonMon,CRC,20,W,261.9,,5.4,5.3,,,,
3/24/2023,2023,3,24,MonMon,CRC,20,W,201.7,,5.7,5.3,,,,
3/24/2023,2023,3,24,MonMon,CRC,20,W,205.6,,5.8,5.3,,,,
3/24/2023,2023,3,24,MonMon,CRC,5,TR,162.8,,5.2,5.3,,,,
3/24/2023,2023,3,24,MonMon,CRC,5,TR,136.5,,5.4,5.3,,,,
3/24/2023,2023,3,24,MonMon,CRC,5,TR,54.9,,5.2,5.3,,,,
3/24/2023,2023,3,24,MonMon,CRC,5,TR,85.3,,5.1,5.3,,,,
3/24/2023,2023,3,24,MonMon,CRC,5,TR,164.4,,,5.3,,,,
3/24/2023,2023,3,24,MonMon,CRC,5,TR,217.2,,,5.3,,,,
3/24/2023,2023,3,24,MonMon,CRC,10,TR,153.1,,,5.3,,,,
3/24/2023,2023,3,24,MonMon,CRC,10,TR,162.2,,,5.3,,,,
3/24/2023,2023,3,24,MonMon,CRC,10,TR,116.2,,,5.3,,,,
3/24/2023,2023,3,24,MonMon,CRC,10,TR,173.8,,,5.3,,,,
3/24/2023,2023,3,24,MonMon,CRC,10,TR,224.9,,,5.3,,,,
3/24/2023,2023,3,24,MonMon,CRC,20,TR,249.2,,,5.3,,,,
3/24/2023,2023,3,24,MonMon,CRC,20,TR,233.4,,,5.3,,,,
3/24/2023,2023,3,24,MonMon,CRC,20,TR,269,,,5.3,,,,
3/24/2023,2023,3,24,MonMon,CRC,20,TR,149.4,,,5.3,,,,
3/24/2023,2023,3,24,MonMon,CRC,20,TR,139.6,,,5.3,,,,
3/24/2023,2023,3,24,MonMon,CRC,20,TR,175.8,,,5.3,,,,
3/24/2023,2023,3,24,MonMon,CRC,5,UP,374.8,,,5.3,,,,
3/24/2023,2023,3,24,MonMon,CRC,5,UP,376.7,,,5.3,,,,
3/24/2023,2023,3,24,MonMon,CRC,5,UP,375.3,,,5.3,,,,
3/24/2023,2023,3,24,MonMon,CRC,5,UP,362.3,,,5.3,,,,
3/24/2023,2023,3,24,MonMon,CRC,5,UP,350.9,,,5.3,,,,
3/24/2023,2023,3,24,MonMon,CRC,5,UP,332,,,5.3,,,,
3/24/2023,2023,3,24,MonMon,CRC,10,UP,415.1,,,5.3,,,,
3/24/2023,2023,3,24,MonMon,CRC,10,UP,442.6,,,5.3,,,,
3/24/2023,2023,3,24,MonMon,CRC,10,UP,392.4,,,5.3,,,,
3/24/2023,2023,3,24,MonMon,CRC,10,UP,336.9,,,5.3,,,,
3/24/2023,2023,3,24,MonMon,CRC,10,UP,389.9,,,5.3,,,,
3/24/2023,2023,3,24,MonMon,CRC,10,UP,350.8,,,5.3,,,,
3/24/2023,2023,3,24,MonMon,CRC,20,UP,401.3,,,5.3,,,,
3/24/2023,2023,3,24,MonMon,CRC,20,UP,422.1,,,5.3,,,,
3/24/2023,2023,3,24,MonMon,CRC,20,UP,397.3,,,5.3,,,,
3/24/2023,2023,3,24,MonMon,CRC,20,UP,366.5,,,5.3,,,,
3/24/2023,2023,3,24,MonMon,CRC,20,UP,416.1,,,5.3,,,,
3/24/2023,2023,3,24,MonMon,CRC,20,UP,387.8,,,5.3,,,,
4/14/2023,2023,4,14,MonMon,CRC,5,W,-27.8,10:29,15.5,17.52,,,,
4/14/2023,2023,4,14,MonMon,CRC,5,W,-102.1,10:30,18.7,17.52,,,,
4/14/2023,2023,4,14,MonMon,CRC,5,W,7.9,10:31,17.3,17.52,,,,
4/14/2023,2023,4,14,MonMon,CRC,5,W,-111.1,10:33,,17.52,,,,
4/14/2023,2023,4,14,MonMon,CRC,5,W,-49.9,10:34,19.9,17.52,,,,
4/14/2023,2023,4,14,MonMon,CRC,5,W,-59.1,10:35,16.2,17.52,,,,
4/14/2023,2023,4,14,MonMon,CRC,10,W,138.3,10:37,,17.52,,,,
4/14/2023,2023,4,14,MonMon,CRC,10,W,-8.8,10:39,,17.52,,,,
4/14/2023,2023,4,14,MonMon,CRC,10,W,39,10:42,,17.52,,,,
4/14/2023,2023,4,14,MonMon,CRC,10,W,23.7,10:47,,17.52,,,,
4/14/2023,2023,4,14,MonMon,CRC,10,W,90.1,10:48,,17.52,,,,
4/14/2023,2023,4,14,MonMon,CRC,10,W,138.9,10:49,,17.52,,,,
4/14/2023,2023,4,14,MonMon,CRC,20,W,221.7,10:50,,17.52,,,,
4/14/2023,2023,4,14,MonMon,CRC,20,W,158.5,10:53,,17.52,,,,
4/14/2023,2023,4,14,MonMon,CRC,20,W,198.4,10:57,,17.52,,,,
4/14/2023,2023,4,14,MonMon,CRC,20,W,188.2,11:03,,17.52,,,,
4/14/2023,2023,4,14,MonMon,CRC,20,W,81.8,11:03,,17.52,,,,
4/14/2023,2023,4,14,MonMon,CRC,20,W,219.7,11:06,,17.52,,,,
4/14/2023,2023,4,14,MonMon,CRC,5,TR,12.4,11:34,,17.52,,,,
4/14/2023,2023,4,14,MonMon,CRC,5,TR,52.1,11:42,,17.52,,,,
4/14/2023,2023,4,14,MonMon,CRC,5,TR,55.2,11:45,,17.52,,,,
4/14/2023,2023,4,14,MonMon,CRC,5,TR,28.9,11:54,,17.52,,,,
4/14/2023,2023,4,14,MonMon,CRC,5,TR,139.9,11:56,,17.52,,,,
4/14/2023,2023,4,14,MonMon,CRC,5,TR,58.8,11:59,,17.52,,,,
4/14/2023,2023,4,14,MonMon,CRC,10,TR,95.9,12:04,,17.52,,,,
4/14/2023,2023,4,14,MonMon,CRC,10,TR,118,12:06,,17.52,,,,
4/14/2023,2023,4,14,MonMon,CRC,10,TR,12.4,12:07,,17.52,,,,
4/14/2023,2023,4,14,MonMon,CRC,10,TR,152.9,12:08,,17.52,,,,
4/14/2023,2023,4,14,MonMon,CRC,10,TR,111.3,12:09,,17.52,,,,
4/14/2023,2023,4,14,MonMon,CRC,10,TR,63,12:14,,17.52,,,,
4/14/2023,2023,4,14,MonMon,CRC,20,TR,72,12:14,,17.52,,,,
4/14/2023,2023,4,14,MonMon,CRC,20,TR,103.2,12:16,,17.52,,,,
4/14/2023,2023,4,14,MonMon,CRC,20,TR,48.2,12:20,,17.52,,,,
4/14/2023,2023,4,14,MonMon,CRC,20,TR,154.5,12:21,,17.52,,,,
4/14/2023,2023,4,14,MonMon,CRC,20,TR,114.8,12:27,,17.52,,,,
4/14/2023,2023,4,14,MonMon,CRC,20,TR,149.4,12:32,,17.52,,,,
4/14/2023,2023,4,14,MonMon,CRC,5,UP,348.7,13:19,,17.52,,,,
4/14/2023,2023,4,14,MonMon,CRC,5,UP,321.7,13:26,,17.52,,,,
4/14/2023,2023,4,14,MonMon,CRC,5,UP,310.1,13:26,,17.52,,,,
4/14/2023,2023,4,14,MonMon,CRC,5,UP,296.9,13:27,,17.52,,,,
4/14/2023,2023,4,14,MonMon,CRC,5,UP,264,13:30,,17.52,,,,
4/14/2023,2023,4,14,MonMon,CRC,5,UP,309.7,13:34,,17.52,,,,
4/14/2023,2023,4,14,MonMon,CRC,10,UP,387,13:35,,17.52,,,,
4/14/2023,2023,4,14,MonMon,CRC,10,UP,338.2,13:36,,17.52,,,,
4/14/2023,2023,4,14,MonMon,CRC,10,UP,344.6,13:37,,17.52,,,,
4/14/2023,2023,4,14,MonMon,CRC,10,UP,323.5,13:38,,17.52,,,,
4/14/2023,2023,4,14,MonMon,CRC,10,UP,317.4,13:39,,17.52,,,,
4/14/2023,2023,4,14,MonMon,CRC,10,UP,344.1,13:43,,17.52,,,,
4/14/2023,2023,4,14,MonMon,CRC,20,UP,410,13:44,,17.52,,,,
4/14/2023,2023,4,14,MonMon,CRC,20,UP,380.1,13:45,,17.52,,,,
4/14/2023,2023,4,14,MonMon,CRC,20,UP,399.1,13:45,,17.52,,,,
4/14/2023,2023,4,14,MonMon,CRC,20,UP,383.4,13:47,,17.52,,,,
4/14/2023,2023,4,14,MonMon,CRC,20,UP,355.2,13:48,,17.52,,,,
4/14/2023,2023,4,14,MonMon,CRC,20,UP,402.3,13:51,,17.52,,,,
