,date,year,month,day,campaing,site,depth_cm,zone,ehf_m_v,time,tsoil,tmean,notes,x14,x15,x16,Eh,depth_cat
1,8/17/2022,2022,8,17,MonMon,OWC,5,W,-48.2,14:22:00,31,32.5,NA,NA,NA,NA,152.875,5
2,8/17/2022,2022,8,17,MonMon,OWC,5,W,-81.7,14:26:00,34,32.5,NA,NA,NA,NA,119.375,5
3,8/17/2022,2022,8,17,MonMon,OWC,5,W,60.3,14:30:00,NA,32.5,NA,NA,NA,NA,261.375,5
4,8/17/2022,2022,8,17,MonMon,OWC,5,W,123.3,14:33:00,NA,32.5,NA,NA,NA,NA,324.375,5
5,8/17/2022,2022,8,17,MonMon,OWC,5,W,-22.3,14:35:00,NA,32.5,NA,NA,NA,NA,178.775,5
6,8/17/2022,2022,8,17,MonMon,OWC,5,W,-37.2,14:37:00,NA,32.5,NA,NA,NA,NA,163.875,5
7,8/17/2022,2022,8,17,MonMon,OWC,10,W,-116.8,14:40:00,NA,32.5,NA,NA,NA,NA,84.275,10
8,8/17/2022,2022,8,17,MonMon,OWC,10,W,-125.4,14:43:00,NA,32.5,NA,NA,NA,NA,75.675,10
9,8/17/2022,2022,8,17,MonMon,OWC,10,W,-122.1,14:46:00,NA,32.5,NA,NA,NA,NA,78.975,10
10,8/17/2022,2022,8,17,MonMon,OWC,10,W,-151.1,14:49:00,NA,32.5,NA,NA,NA,NA,49.975,10
11,8/17/2022,2022,8,17,MonMon,OWC,10,W,-123.6,14:52:00,NA,32.5,NA,NA,NA,NA,77.475,10
12,8/17/2022,2022,8,17,MonMon,OWC,10,W,-128.5,14:55:00,NA,32.5,NA,NA,NA,NA,72.575,10
13,9/16/2022,2022,9,16,MonMon,CRC,10,W,302.7,12:00:00,15,15.64,NA,NA,NA,NA,515.88048,10
14,9/16/2022,2022,9,16,MonMon,CRC,10,W,313.3,NA,15.5,15.64,NA,NA,NA,NA,526.48048,10
15,9/16/2022,2022,9,16,MonMon,CRC,10,W,277.5,NA,17.4,15.64,NA,NA,NA,NA,490.68048,10
16,9/16/2022,2022,9,16,MonMon,CRC,10,W,270.7,NA,14.8,15.64,NA,NA,NA,NA,483.88048,10
17,9/16/2022,2022,9,16,MonMon,CRC,10,TR,-268.1,15:30:00,15.5,15.64,NA,NA,NA,NA,-54.91952,10
18,9/16/2022,2022,9,16,MonMon,CRC,10,TR,-341.8,NA,NA,15.64,NA,NA,NA,NA,-128.61952,10
19,9/16/2022,2022,9,16,MonMon,CRC,10,TR,-467,NA,NA,15.64,NA,NA,NA,NA,-253.81952,10
20,9/16/2022,2022,9,16,MonMon,CRC,20,W,282.3,NA,NA,15.64,NA,NA,NA,NA,495.48048,20
21,9/16/2022,2022,9,16,MonMon,CRC,20,W,333.2,NA,NA,15.64,NA,NA,NA,NA,546.38048,20
22,9/16/2022,2022,9,16,MonMon,CRC,20,W,275.5,NA,NA,15.64,NA,NA,NA,NA,488.68048,20
23,9/16/2022,2022,9,16,MonMon,CRC,20,W,273.5,NA,NA,15.64,NA,NA,NA,NA,486.68048,20
24,9/16/2022,2022,9,16,MonMon,CRC,20,TR,80.6,NA,NA,15.64,NA,NA,NA,NA,293.78048,20
25,9/16/2022,2022,9,16,MonMon,CRC,20,TR,44.5,NA,NA,15.64,NA,NA,NA,NA,257.68048,20
26,9/16/2022,2022,9,16,MonMon,CRC,20,TR,90.2,NA,NA,15.64,NA,NA,NA,NA,303.38048,20
27,9/23/2022,2022,9,23,MonMon,PTR,5,TR,355.2,NA,NA,15.64,NA,NA,NA,NA,568.38048,5
28,9/23/2022,2022,9,23,MonMon,PTR,5,TR,285.2,NA,NA,15.64,NA,NA,NA,NA,498.38048,5
29,9/23/2022,2022,9,23,MonMon,PTR,5,TR,311.4,NA,NA,15.64,NA,NA,NA,NA,524.58048,5
30,9/23/2022,2022,9,23,MonMon,PTR,10,UP,288.7,8:35:00,NA,15.64,NA,NA,NA,NA,501.88048,10
31,9/23/2022,2022,9,23,MonMon,PTR,10,UP,394.3,NA,NA,15.64,NA,NA,NA,NA,607.48048,10
32,9/23/2022,2022,9,23,MonMon,PTR,10,UP,191.7,NA,NA,15.64,NA,NA,NA,NA,404.88048,10
33,9/23/2022,2022,9,23,MonMon,PTR,10,W,396.4,NA,NA,15.64,NA,NA,NA,NA,609.58048,10
34,9/23/2022,2022,9,23,MonMon,PTR,10,W,396.4,NA,NA,15.64,NA,NA,NA,NA,609.58048,10
35,9/23/2022,2022,9,23,MonMon,PTR,10,W,407.8,NA,NA,15.64,NA,NA,NA,NA,620.98048,10
36,9/23/2022,2022,9,23,MonMon,PTR,20,W,415.8,NA,NA,15.64,NA,NA,NA,NA,628.98048,20
37,9/23/2022,2022,9,23,MonMon,PTR,20,W,418.6,NA,NA,15.64,NA,NA,NA,NA,631.78048,20
38,9/23/2022,2022,9,23,MonMon,PTR,20,W,419.2,NA,NA,15.64,NA,NA,NA,NA,632.38048,20
39,9/30/2022,2022,9,30,MonMon,OWC,10,W,-253.8,12:00:00,NA,15.64,NA,NA,NA,NA,-40.61952,10
40,9/30/2022,2022,9,30,MonMon,OWC,10,W,-275.4,NA,NA,15.64,NA,NA,NA,NA,-62.21952,10
41,9/30/2022,2022,9,30,MonMon,OWC,10,W,-311.7,NA,NA,15.64,NA,NA,NA,NA,-98.51952,10
42,9/30/2022,2022,9,30,MonMon,OWC,20,W,-215.8,NA,NA,15.64,NA,NA,NA,NA,-2.61952,20
43,9/30/2022,2022,9,30,MonMon,OWC,20,W,-185.9,NA,NA,15.64,NA,NA,NA,NA,27.28048,20
44,9/30/2022,2022,9,30,MonMon,OWC,20,W,-315.7,NA,NA,15.64,NA,NA,NA,NA,-102.51952,20
45,10/14/2022,2022,10,14,MonMon,CRC,10,W,369.9,NA,NA,15.64,NA,NA,NA,NA,583.08048,10
46,10/14/2022,2022,10,14,MonMon,CRC,10,W,459.6,NA,NA,15.64,NA,NA,NA,NA,672.78048,10
47,10/14/2022,2022,10,14,MonMon,CRC,10,W,458.1,NA,NA,15.64,NA,NA,NA,NA,671.28048,10
48,10/14/2022,2022,10,14,MonMon,CRC,10,TR,457.1,12:50:00,NA,15.64,NA,NA,NA,NA,670.28048,10
49,10/14/2022,2022,10,14,MonMon,CRC,10,TR,428.2,12:50:00,NA,15.64,NA,NA,NA,NA,641.38048,10
50,10/14/2022,2022,10,14,MonMon,CRC,10,TR,440.9,12:50:00,NA,15.64,NA,NA,NA,NA,654.08048,10
51,10/14/2022,2022,10,14,MonMon,CRC,10,UP,313.3,1:28:00,NA,15.64,NA,NA,NA,NA,526.48048,10
52,10/14/2022,2022,10,14,MonMon,CRC,10,UP,366.3,1:28:00,NA,15.64,NA,NA,NA,NA,579.48048,10
53,10/14/2022,2022,10,14,MonMon,CRC,10,UP,350.1,1:28:00,NA,15.64,NA,NA,NA,NA,563.28048,10
54,10/14/2022,2022,10,14,MonMon,CRC,20,W,436.6,NA,NA,15.64,NA,NA,NA,NA,649.78048,20
55,10/14/2022,2022,10,14,MonMon,CRC,20,W,466,NA,NA,15.64,NA,NA,NA,NA,679.18048,20
56,10/14/2022,2022,10,14,MonMon,CRC,20,W,448.4,NA,NA,15.64,NA,NA,NA,NA,661.58048,20
57,10/14/2022,2022,10,14,MonMon,CRC,20,TR,407.1,12:50:00,NA,15.64,NA,NA,NA,NA,620.28048,20
58,10/14/2022,2022,10,14,MonMon,CRC,20,TR,431.2,12:50:00,NA,15.64,NA,NA,NA,NA,644.38048,20
59,10/14/2022,2022,10,14,MonMon,CRC,20,TR,378.2,12:50:00,NA,15.64,NA,NA,NA,NA,591.38048,20
60,10/21/2022,2022,10,21,MonMon,OWC,10,W,-115.1,10:35:00,NA,15.64,NA,NA,NA,NA,98.08048,10
61,10/21/2022,2022,10,21,MonMon,OWC,10,W,-112.9,NA,NA,15.64,NA,NA,NA,NA,100.28048,10
62,10/21/2022,2022,10,21,MonMon,OWC,10,W,-65.9,NA,NA,15.64,NA,NA,NA,NA,147.28048,10
63,10/21/2022,2022,10,21,MonMon,OWC,10,UP,399.4,NA,NA,15.64,NA,NA,NA,NA,612.58048,10
64,10/21/2022,2022,10,21,MonMon,OWC,10,UP,260.1,NA,NA,15.64,NA,NA,NA,NA,473.28048,10
65,10/21/2022,2022,10,21,MonMon,OWC,10,UP,378.9,NA,NA,15.64,NA,NA,NA,NA,592.08048,10
66,10/21/2022,2022,10,21,MonMon,OWC,10,TR,317.5,11:00:00,NA,15.64,NA,NA,NA,NA,530.68048,10
67,10/21/2022,2022,10,21,MonMon,OWC,10,TR,339.9,NA,NA,15.64,NA,NA,NA,NA,553.08048,10
68,10/21/2022,2022,10,21,MonMon,OWC,10,TR,280.3,NA,NA,15.64,NA,NA,NA,NA,493.48048,10
69,10/21/2022,2022,10,21,MonMon,OWC,10,TR,336.1,NA,NA,15.64,S58-GHG soilcollar,NA,NA,NA,549.28048,10
70,10/21/2022,2022,10,21,MonMon,OWC,10,TR,294,NA,NA,15.64,S58-GHG soilcollar,NA,NA,NA,507.18048,10
71,10/21/2022,2022,10,21,MonMon,OWC,10,TR,326.2,NA,NA,15.64,S58-GHG soilcollar,NA,NA,NA,539.38048,10
72,10/21/2022,2022,10,21,MonMon,OWC,10,TR,327.1,NA,NA,15.64,S63-GHG soilcollar,NA,NA,NA,540.28048,10
73,10/21/2022,2022,10,21,MonMon,OWC,10,TR,277.8,NA,NA,15.64,S63-GHG soilcollar,NA,NA,NA,490.98048,10
74,10/21/2022,2022,10,21,MonMon,OWC,10,TR,344.5,NA,NA,15.64,S63-GHG soilcollar,NA,NA,NA,557.68048,10
75,10/21/2022,2022,10,21,MonMon,OWC,20,W,-119.7,NA,NA,15.64,NA,NA,NA,NA,93.48048,20
76,10/21/2022,2022,10,21,MonMon,OWC,20,W,-102.7,NA,NA,15.64,NA,NA,NA,NA,110.48048,20
77,10/21/2022,2022,10,21,MonMon,OWC,20,W,-322.9,NA,NA,15.64,NA,NA,NA,NA,-109.71952,20
78,10/21/2022,2022,10,21,MonMon,OWC,20,UP,288.1,NA,NA,15.64,NA,NA,NA,NA,501.28048,20
79,10/21/2022,2022,10,21,MonMon,OWC,20,UP,329.9,NA,NA,15.64,NA,NA,NA,NA,543.08048,20
80,10/21/2022,2022,10,21,MonMon,OWC,20,UP,364.7,NA,NA,15.64,NA,NA,NA,NA,577.88048,20
81,10/21/2022,2022,10,21,MonMon,OWC,20,TR,330.2,NA,NA,15.64,NA,NA,NA,NA,543.38048,20
82,10/21/2022,2022,10,21,MonMon,OWC,20,TR,346.8,NA,NA,15.64,NA,NA,NA,NA,559.98048,20
83,10/21/2022,2022,10,21,MonMon,OWC,20,TR,187.2,NA,NA,15.64,NA,NA,NA,NA,400.38048,20
84,10/21/2022,2022,10,21,MonMon,OWC,20,TR,347.9,NA,NA,15.64,NA,NA,NA,NA,561.08048,20
85,10/21/2022,2022,10,21,MonMon,OWC,20,TR,320.3,NA,NA,15.64,S58-GHG soilcollar,NA,NA,NA,533.48048,20
86,10/21/2022,2022,10,21,MonMon,OWC,20,TR,301.2,NA,NA,15.64,S58-GHG soilcollar,NA,NA,NA,514.38048,20
87,10/21/2022,2022,10,21,MonMon,OWC,20,TR,317.4,NA,NA,15.64,S58-GHG soilcollar,NA,NA,NA,530.58048,20
88,10/21/2022,2022,10,21,MonMon,OWC,20,TR,360.4,NA,NA,15.64,S63-GHG soilcollar,NA,NA,NA,573.58048,20
89,10/21/2022,2022,10,21,MonMon,OWC,20,TR,359.3,NA,NA,15.64,S63-GHG soilcollar,NA,NA,NA,572.48048,20
90,10/21/2022,2022,10,21,MonMon,OWC,20,TR,361.3,NA,NA,15.64,S63-GHG soilcollar,NA,NA,NA,574.48048,20
91,11/4/2022,2022,11,4,MonMon,OWC,10,TR,385.5,NA,11.9,13.17,NA,NA,NA,NA,600.45394,10
92,11/4/2022,2022,11,4,MonMon,OWC,10,TR,322.9,NA,11.7,13.17,NA,NA,NA,NA,537.85394,10
93,11/4/2022,2022,11,4,MonMon,OWC,10,TR,264.9,NA,14.7,13.17,NA,NA,NA,NA,479.85394,10
94,11/4/2022,2022,11,4,MonMon,OWC,10,UP,354.1,NA,12.9,13.17,NA,NA,NA,NA,569.05394,10
95,11/4/2022,2022,11,4,MonMon,OWC,10,UP,257.9,NA,13.6,13.17,NA,NA,NA,NA,472.85394,10
96,11/4/2022,2022,11,4,MonMon,OWC,10,UP,357.3,NA,14.2,13.17,NA,NA,NA,NA,572.25394,10
97,11/4/2022,2022,11,4,MonMon,OWC,10,W,-103.9,NA,NA,13.17,NA,NA,NA,NA,111.05394,10
98,11/4/2022,2022,11,4,MonMon,OWC,10,W,-150.9,NA,NA,13.17,NA,NA,NA,NA,64.05394,10
99,11/4/2022,2022,11,4,MonMon,OWC,10,W,-211.1,NA,NA,13.17,NA,NA,NA,NA,3.85394,10
100,11/4/2022,2022,11,4,MonMon,OWC,20,TR,299.7,NA,NA,13.17,NA,NA,NA,NA,514.65394,20
101,11/4/2022,2022,11,4,MonMon,OWC,20,TR,226.2,NA,NA,13.17,NA,NA,NA,NA,441.15394,20
102,11/4/2022,2022,11,4,MonMon,OWC,20,TR,205.4,NA,NA,13.17,NA,NA,NA,NA,420.35394,20
103,11/4/2022,2022,11,4,MonMon,OWC,20,UP,273.3,NA,NA,13.17,NA,NA,NA,NA,488.25394,20
104,11/4/2022,2022,11,4,MonMon,OWC,20,UP,396.4,NA,NA,13.17,NA,NA,NA,NA,611.35394,20
105,11/4/2022,2022,11,4,MonMon,OWC,20,UP,344.7,NA,NA,13.17,NA,NA,NA,NA,559.65394,20
106,11/4/2022,2022,11,4,MonMon,OWC,20,W,-75.4,NA,NA,13.17,NA,NA,NA,NA,139.55394,20
107,11/4/2022,2022,11,4,MonMon,OWC,20,W,-80.5,NA,NA,13.17,NA,NA,NA,NA,134.45394,20
108,11/4/2022,2022,11,4,MonMon,OWC,20,W,-100.1,NA,NA,13.17,NA,NA,NA,NA,114.85394,20
109,12/20/2022,2022,12,20,MonMon,OWC,5,UP,358.5,NA,NA,8.33,NA,NA,NA,NA,576.92906,5
110,12/20/2022,2022,12,20,MonMon,OWC,5,UP,364.6,NA,NA,8.33,NA,NA,NA,NA,583.02906,5
111,12/20/2022,2022,12,20,MonMon,OWC,5,UP,381.8,NA,NA,8.33,NA,NA,NA,NA,600.22906,5
112,12/20/2022,2022,12,20,MonMon,OWC,5,TR,310.3,NA,NA,8.33,NA,NA,NA,NA,528.72906,5
113,12/20/2022,2022,12,20,MonMon,OWC,5,TR,295.7,NA,NA,8.33,NA,NA,NA,NA,514.12906,5
114,12/20/2022,2022,12,20,MonMon,OWC,5,TR,327.7,NA,NA,8.33,NA,NA,NA,NA,546.12906,5
115,12/20/2022,2022,12,20,MonMon,OWC,10,UP,368.8,NA,NA,8.33,NA,NA,NA,NA,587.22906,10
116,12/20/2022,2022,12,20,MonMon,OWC,10,UP,369.3,NA,NA,8.33,NA,NA,NA,NA,587.72906,10
117,12/20/2022,2022,12,20,MonMon,OWC,10,UP,402.7,NA,NA,8.33,NA,NA,NA,NA,621.12906,10
118,12/20/2022,2022,12,20,MonMon,OWC,10,TR,232.3,NA,NA,8.33,NA,NA,NA,NA,450.72906,10
119,12/20/2022,2022,12,20,MonMon,OWC,10,TR,321.2,NA,NA,8.33,NA,NA,NA,NA,539.62906,10
120,12/20/2022,2022,12,20,MonMon,OWC,10,TR,263.5,NA,NA,8.33,NA,NA,NA,NA,481.92906,10
121,12/20/2022,2022,12,20,MonMon,OWC,20,UP,365.2,NA,NA,8.33,NA,NA,NA,NA,583.62906,20
122,12/20/2022,2022,12,20,MonMon,OWC,20,UP,414.6,NA,NA,8.33,NA,NA,NA,NA,633.02906,20
123,12/20/2022,2022,12,20,MonMon,OWC,20,UP,405.1,NA,NA,8.33,NA,NA,NA,NA,623.52906,20
124,12/20/2022,2022,12,20,MonMon,OWC,20,TR,332.3,NA,NA,8.33,NA,NA,NA,NA,550.72906,20
125,12/20/2022,2022,12,20,MonMon,OWC,20,TR,335.1,NA,NA,8.33,NA,NA,NA,NA,553.52906,20
126,12/20/2022,2022,12,20,MonMon,OWC,20,TR,300.6,NA,NA,8.33,NA,NA,NA,NA,519.02906,20
127,12/20/2022,2022,12,20,MonMon,OWC,20,TR,291.6,NA,NA,8.33,NA,NA,NA,NA,510.02906,20
128,12/20/2022,2022,12,20,MonMon,OWC,20,TR,348,NA,NA,8.33,NA,NA,NA,NA,566.42906,20
129,12/20/2022,2022,12,20,MonMon,OWC,20,TR,347.5,NA,NA,8.33,NA,NA,NA,NA,565.92906,20
130,1/5/2023,2023,1,5,MonMon,OWC,5,W,-109.2,NA,3.5,4.8,NA,NA,NA,NA,111.7636,5
131,1/5/2023,2023,1,5,MonMon,OWC,5,W,-111,NA,4.1,4.8,NA,NA,NA,NA,109.9636,5
132,1/5/2023,2023,1,5,MonMon,OWC,5,W,-119.1,NA,5.6,4.8,NA,NA,NA,NA,101.8636,5
133,1/5/2023,2023,1,5,MonMon,OWC,5,W,-105.2,NA,5,4.8,NA,NA,NA,NA,115.7636,5
134,1/5/2023,2023,1,5,MonMon,OWC,5,W,-95.2,NA,4.7,4.8,NA,NA,NA,NA,125.7636,5
135,1/5/2023,2023,1,5,MonMon,OWC,5,W,-98.2,NA,5.4,4.8,NA,NA,NA,NA,122.7636,5
136,1/5/2023,2023,1,5,MonMon,OWC,5,TR,331.3,NA,5,4.8,NA,NA,NA,NA,552.2636,5
137,1/5/2023,2023,1,5,MonMon,OWC,5,TR,344.6,NA,5.1,4.8,NA,NA,NA,NA,565.5636,5
138,1/5/2023,2023,1,5,MonMon,OWC,5,TR,336.6,NA,4.8,4.8,NA,NA,NA,NA,557.5636,5
139,1/5/2023,2023,1,5,MonMon,OWC,5,TR,301.5,NA,NA,4.8,NA,NA,NA,NA,522.4636,5
140,1/5/2023,2023,1,5,MonMon,OWC,5,TR,349.7,NA,NA,4.8,NA,NA,NA,NA,570.6636,5
141,1/5/2023,2023,1,5,MonMon,OWC,5,TR,311.9,NA,NA,4.8,NA,NA,NA,NA,532.8636,5
142,1/5/2023,2023,1,5,MonMon,OWC,5,UP,301.2,NA,NA,4.8,NA,NA,NA,NA,522.1636,5
143,1/5/2023,2023,1,5,MonMon,OWC,5,UP,304.2,NA,NA,4.8,NA,NA,NA,NA,525.1636,5
144,1/5/2023,2023,1,5,MonMon,OWC,5,UP,342.7,NA,NA,4.8,NA,NA,NA,NA,563.6636,5
145,1/5/2023,2023,1,5,MonMon,OWC,5,UP,337.7,NA,NA,4.8,NA,NA,NA,NA,558.6636,5
146,1/5/2023,2023,1,5,MonMon,OWC,5,UP,273.8,NA,NA,4.8,NA,NA,NA,NA,494.7636,5
147,1/5/2023,2023,1,5,MonMon,OWC,5,UP,328.3,NA,NA,4.8,NA,NA,NA,NA,549.2636,5
148,1/5/2023,2023,1,5,MonMon,OWC,10,W,-123.2,NA,NA,4.8,NA,NA,NA,NA,97.7636,10
149,1/5/2023,2023,1,5,MonMon,OWC,10,W,-94.3,NA,NA,4.8,NA,NA,NA,NA,126.6636,10
150,1/5/2023,2023,1,5,MonMon,OWC,10,W,-122,NA,NA,4.8,NA,NA,NA,NA,98.9636,10
151,1/5/2023,2023,1,5,MonMon,OWC,10,W,-118.5,NA,NA,4.8,NA,NA,NA,NA,102.4636,10
152,1/5/2023,2023,1,5,MonMon,OWC,10,W,-121.4,NA,NA,4.8,NA,NA,NA,NA,99.5636,10
153,1/5/2023,2023,1,5,MonMon,OWC,10,W,-107.7,NA,NA,4.8,E,NA,NA,NA,113.2636,10
154,1/5/2023,2023,1,5,MonMon,OWC,10,TR,329.6,NA,NA,4.8,NA,NA,NA,NA,550.5636,10
155,1/5/2023,2023,1,5,MonMon,OWC,10,TR,305.2,NA,NA,4.8,NA,NA,NA,NA,526.1636,10
156,1/5/2023,2023,1,5,MonMon,OWC,10,TR,348.4,NA,NA,4.8,NA,NA,NA,NA,569.3636,10
157,1/5/2023,2023,1,5,MonMon,OWC,10,TR,345.2,NA,NA,4.8,NA,NA,NA,NA,566.1636,10
158,1/5/2023,2023,1,5,MonMon,OWC,10,TR,343.7,NA,NA,4.8,NA,NA,NA,NA,564.6636,10
159,1/5/2023,2023,1,5,MonMon,OWC,10,TR,331.3,NA,NA,4.8,NA,NA,NA,NA,552.2636,10
160,1/5/2023,2023,1,5,MonMon,OWC,10,UP,386.3,NA,NA,4.8,NA,NA,NA,NA,607.2636,10
161,1/5/2023,2023,1,5,MonMon,OWC,10,UP,367.8,NA,NA,4.8,NA,NA,NA,NA,588.7636,10
162,1/5/2023,2023,1,5,MonMon,OWC,10,UP,342.6,NA,NA,4.8,NA,NA,NA,NA,563.5636,10
163,1/5/2023,2023,1,5,MonMon,OWC,10,UP,342.6,NA,NA,4.8,NA,NA,NA,NA,563.5636,10
164,1/5/2023,2023,1,5,MonMon,OWC,10,UP,367.1,NA,NA,4.8,NA,NA,NA,NA,588.0636,10
165,1/5/2023,2023,1,5,MonMon,OWC,10,UP,362.4,NA,NA,4.8,NA,NA,NA,NA,583.3636,10
166,1/5/2023,2023,1,5,MonMon,OWC,20,W,-134.9,NA,NA,4.8,NA,NA,NA,NA,86.0636,20
167,1/5/2023,2023,1,5,MonMon,OWC,20,W,-121.5,NA,NA,4.8,NA,NA,NA,NA,99.4636,20
168,1/5/2023,2023,1,5,MonMon,OWC,20,W,-135.5,NA,NA,4.8,NA,NA,NA,NA,85.4636,20
169,1/5/2023,2023,1,5,MonMon,OWC,20,W,-122.1,NA,NA,4.8,NA,NA,NA,NA,98.8636,20
170,1/5/2023,2023,1,5,MonMon,OWC,20,W,-104.3,NA,NA,4.8,NA,NA,NA,NA,116.6636,20
171,1/5/2023,2023,1,5,MonMon,OWC,20,W,-126.3,NA,NA,4.8,NA,NA,NA,NA,94.6636,20
172,1/5/2023,2023,1,5,MonMon,OWC,20,TR,345.4,NA,NA,4.8,NA,NA,NA,NA,566.3636,20
173,1/5/2023,2023,1,5,MonMon,OWC,20,TR,333.8,NA,NA,4.8,NA,NA,NA,NA,554.7636,20
174,1/5/2023,2023,1,5,MonMon,OWC,20,TR,348.8,NA,NA,4.8,NA,NA,NA,NA,569.7636,20
175,1/5/2023,2023,1,5,MonMon,OWC,20,TR,344.1,NA,NA,4.8,NA,NA,NA,NA,565.0636,20
176,1/5/2023,2023,1,5,MonMon,OWC,20,TR,349.5,NA,NA,4.8,NA,NA,NA,NA,570.4636,20
177,1/5/2023,2023,1,5,MonMon,OWC,20,TR,328.6,NA,NA,4.8,NA,NA,NA,NA,549.5636,20
178,1/5/2023,2023,1,5,MonMon,OWC,20,UP,404,NA,NA,4.8,NA,NA,NA,NA,624.9636,20
179,1/5/2023,2023,1,5,MonMon,OWC,20,UP,402.5,NA,NA,4.8,NA,NA,NA,NA,623.4636,20
180,1/5/2023,2023,1,5,MonMon,OWC,20,UP,405.7,NA,NA,4.8,NA,NA,NA,NA,626.6636,20
181,1/5/2023,2023,1,5,MonMon,OWC,20,UP,418.3,NA,NA,4.8,NA,NA,NA,NA,639.2636,20
182,1/5/2023,2023,1,5,MonMon,OWC,20,UP,431.2,NA,NA,4.8,NA,NA,NA,NA,652.1636,20
183,1/5/2023,2023,1,5,MonMon,OWC,20,UP,403.7,NA,NA,4.8,NA,NA,NA,NA,624.6636,20
184,1/5/2023,2023,1,12,MonMon,PTR,5,TR,370.8,11:07:00,3.1,4.04,NA,NA,NA,NA,592.30928,5
185,1/12/2023,2023,1,20,MonMon,CRC,5,W,149.1,10:36:00,3.8,4,NA,NA,NA,NA,370.638,5
186,1/12/2023,2023,1,20,MonMon,CRC,5,W,138.1,10:39:00,3.6,4,NA,NA,NA,NA,359.638,5
187,1/12/2023,2023,1,20,MonMon,CRC,5,W,187.5,10:42:00,4.3,4,NA,NA,NA,NA,409.038,5
188,1/12/2023,2023,1,20,MonMon,CRC,5,W,122.2,10:50:00,3.9,4,NA,NA,NA,NA,343.738,5
189,1/12/2023,2023,1,20,MonMon,CRC,5,W,258.3,10:52:00,4,4,NA,NA,NA,NA,479.838,5
190,1/12/2023,2023,1,20,MonMon,CRC,5,W,186,10:57:00,4.6,4,NA,NA,NA,NA,407.538,5
191,1/12/2023,2023,1,20,MonMon,CRC,5,TR,348.8,11:37:00,5,4,NA,NA,NA,NA,570.338,5
192,1/12/2023,2023,1,20,MonMon,CRC,5,TR,310.2,11:38:00,4.9,4,NA,NA,NA,NA,531.738,5
193,1/12/2023,2023,1,20,MonMon,CRC,5,TR,344.2,11:39:00,5.4,4,NA,NA,NA,NA,565.738,5
194,1/12/2023,2023,1,20,MonMon,CRC,5,TR,238.6,11:52:00,3.8,4,NA,NA,NA,NA,460.138,5
195,1/12/2023,2023,1,20,MonMon,CRC,5,TR,330.1,11:55:00,4.4,4,NA,NA,NA,NA,551.638,5
196,1/12/2023,2023,1,20,MonMon,CRC,5,TR,356.8,11:57:00,4.4,4,NA,NA,NA,NA,578.338,5
197,1/12/2023,2023,1,20,MonMon,CRC,5,UP,340.2,13:57:00,4,4,NA,NA,NA,NA,561.738,5
198,1/12/2023,2023,1,20,MonMon,CRC,5,UP,347.1,13:59:00,3.7,4,NA,NA,NA,NA,568.638,5
199,1/12/2023,2023,1,20,MonMon,CRC,5,UP,281.3,14:00:00,3.8,4,NA,NA,NA,NA,502.838,5
200,1/12/2023,2023,1,20,MonMon,CRC,5,UP,347.5,14:01:00,3.7,4,NA,NA,NA,NA,569.038,5
201,1/12/2023,2023,1,20,MonMon,CRC,5,UP,339.3,14:04:00,3.3,4,NA,NA,NA,NA,560.838,5
202,1/12/2023,2023,1,20,MonMon,CRC,5,UP,340,14:05:00,3.5,4,NA,NA,NA,NA,561.538,5
203,1/12/2023,2023,1,20,MonMon,CRC,10,W,140.9,10:58:00,3.6,4,NA,NA,NA,NA,362.438,10
204,1/12/2023,2023,1,20,MonMon,CRC,10,W,138.5,10:59:00,NA,4,NA,NA,NA,NA,360.038,10
205,1/12/2023,2023,1,20,MonMon,CRC,10,W,212.9,11:00:00,NA,4,NA,NA,NA,NA,434.438,10
206,1/12/2023,2023,1,20,MonMon,CRC,10,W,152.6,11:01:00,NA,4,NA,NA,NA,NA,374.138,10
